Node,Adjacent nodes
1204229986,"[1204230016, 1204230043, 1204230039]"
1204230016,"[428712810, 4538165799, 1204229986]"
1204230039,"[1204229986, 175138533, 1853830380]"
1204230041,"[4538165799, 175136140, 4538165802]"
410983326,"[192196891, 179460367, 1483045606, 1483045608, 179457578]"
410983328,"[1483045608, 1483045606]"
410983329,"[1483045635, 1483045633]"
410983333,"[411811583, 458755944]"
513530361,"[175054394, 474644253]"
175054394,"[513530361, 4856966745, 679140068, 176609227, 913068564]"
175054397,"[175054404, 4856966745]"
175054404,"[176203297, 416564071, 175054397, 2152851726]"
175054405,"[416564071, 175054406, 220626598, 793882469]"
175054406,"[220647808, 846540106, 175054405, 175054407]"
175054407,"[220659131, 175048165, 175054406]"
600038269,"[290609674, 600645381, 600645382]"
176629104,"[4782735521, 469191096, 4915897709]"
223291356,"[220647808, 223291357]"
223291357,"[223291356, 4937881712]"
4346949778,"[220626598, 212617843]"
417803532,[416918626]
417803533,"[490518213, 417803538, 416918626, 419751365]"
417803538,"[417803533, 490518214, 3236233267, 3806412127]"
175058331,[492227867]
175058340,"[491863809, 487767549, 192105137]"
931476066,"[176157987, 628577088]"
482291848,"[482291855, 921254630]"
482291855,"[482291848, 837169557]"
1387213376,"[225604300, 1387213384, 1387234850]"
1387213384,"[1387213376, 2908690121]"
3774821101,"[176144580, 313890618]"
175060064,"[422443427, 175060062, 422443424]"
175060069,"[412516637, 175058339, 422443424, 5006791668]"
175060071,"[5006791669, 5006791668, 175060077]"
175060077,[175060071]
1853830378,"[1853830375, 1204230043, 1853830380]"
990852381,"[990852398, 1490092440]"
990852398,"[220630798, 990852381]"
5156320905,"[503136594, 5107229778, 2861412279, 5107229794]"
2661430382,"[878804561, 3732735377]"
223295952,[708414979]
1348942855,"[175266186, 2140997120]"
1348942864,"[2140997120, 175266190]"
198655214,"[176277599, 175119648]"
192138568,"[192127240, 2888591070, 548486932]"
410992895,"[418998762, 1184115021]"
3704246259,"[3694964868, 456228114]"
1362575912,[175397199]
462373971,"[1244173517, 220403457, 220403469]"
3773117002,"[192117165, 192117168]"
504317249,"[175267781, 2071557279, 175266312]"
469191096,"[176629104, 176624355, 4915881566]"
412044782,[411283073]
3689581827,"[225604290, 176176328]"
411275960,"[1217202930, 411275961, 1093510001]"
652693864,"[241919962, 241924545]"
628577088,"[628577116, 230853785, 931476066]"
628577116,[628577088]
175068232,"[241919839, 241918826]"
3429848454,"[1139134027, 175036128]"
3610206174,"[3610206173, 3117927971, 958510437]"
412049654,"[1914250636, 3709007077, 3689236014]"
412050736,"[212652884, 3698302403]"
412050737,"[176294204, 544481058]"
192145123,"[192136672, 192145051, 192145896]"
414443279,"[414443282, 414443436, 1008892580]"
1005022140,"[175394257, 1005022141, 412383281]"
1005022141,"[175394257, 1005022140, 243796174]"
414443365,"[414443319, 176195127]"
1336666063,"[491074149, 1336665714]"
175075308,"[241920422, 241924545, 319892986]"
175075312,"[175075315, 591780190, 175071713]"
3806412127,"[417803538, 175432817]"
482310174,"[415263369, 220822969, 1036926934]"
2283239636,"[1474079206, 2283239639, 2283239630]"
2283239639,"[2283239636, 2283239723, 2283123676]"
482313258,[482313278]
2283239701,"[3664266505, 1474079206]"
2283239728,"[2283239775, 2283239723, 4887503183, 1474079205]"
2283239775,"[2283239728, 810975635, 3707817247]"
915838100,"[1071128522, 3122368904]"
175078694,"[175066119, 1316687265]"
175078703,"[1316687265, 241925854]"
175078710,"[175078842, 241925854]"
175078842,"[175082606, 175078710]"
540867706,"[540867705, 540867712, 540867735]"
540867735,"[414575555, 540867706, 540867712]"
482313203,[482313278]
482313278,"[482313258, 482313203, 175336161]"
868713895,"[225658114, 1236679313]"
1387234850,"[175048165, 2908690121, 1387234851, 1387213376]"
1387234851,"[1030347394, 1387234850, 175048165, 1387234852]"
1387234852,"[708414883, 1030347394, 2908690121, 1387234851]"
919334010,[175394249]
175082606,"[175078842, 192291050, 241927052, 175082612]"
175082612,[175082606]
424893809,[3783103644]
1410305940,"[414402702, 412496980]"
176132465,"[645034841, 459785149, 459785148]"
1133482461,"[192127250, 4229779502, 810997538]"
176133255,"[319893598, 412351964, 412383281, 176134377]"
3700921719,"[410055100, 176176328]"
4875327078,"[175036074, 175036073]"
176134377,"[176134383, 268277479, 176133255]"
176134383,"[176134377, 418999307, 459464835, 242545420]"
176134386,"[176134389, 459464835]"
176134389,"[176134386, 176134392]"
176134392,"[569925896, 176134395, 176134389]"
176134395,"[418998752, 176134392, 418998772]"
5228173768,"[175129447, 175129449]"
4321064765,"[3498419454, 456766260, 176267558]"
636984032,"[636984050, 1030347394]"
636984050,"[636984032, 212609464]"
268277479,"[176134377, 268277478]"
708046702,"[176602997, 2324428083]"
703571069,"[176277599, 793883470]"
686271225,"[2861412235, 176157986]"
4888965530,"[176609227, 176609231]"
710333742,"[175129445, 175129446]"
176141242,"[999135092, 456946649, 1133656877]"
176141244,"[176141249, 2210410034, 176141482]"
176141249,"[176141244, 176144580, 176141482]"
176141482,"[176141244, 456946647, 176141249]"
1608497388,"[410060113, 2046596624]"
841989530,"[610520819, 176171245]"
635944418,"[192078101, 176176323]"
176157976,"[176147433, 176157979, 568020069]"
176157979,"[176157976, 3612986548]"
176157983,"[568020067, 212654521, 3612986548]"
176668351,"[496218307, 1014655166, 1193125214]"
176668360,"[1645456330, 2112395507, 3178287322]"
2324428082,"[2324428090, 2324428076, 2324428083, 4886929679]"
2324428083,"[2324428076, 2324428090, 2324428082, 708046702]"
2324428090,"[176567986, 2324428082, 2324428083]"
176144584,"[410049573, 820107858, 493976681, 775948804]"
176144585,"[1369833260, 775948804]"
176144588,"[212609464, 1369833260, 2320008594, 2320008594]"
459785148,"[3639208477, 176132465]"
459785149,"[176132465, 360179251]"
416794923,[412413113]
176147425,"[1614180954, 230853785, 176195123, 1613897211]"
176147433,"[176157976, 568020070, 568020069]"
611055456,"[220470133, 3194360849]"
1369428299,[2910142023]
474653834,"[416564075, 416611723, 957051555]"
4453293168,[813213151]
360177510,"[360177588, 360177589]"
360177588,"[360177510, 175136140]"
360177589,"[360177510, 4552081588, 1667484915]"
360177800,"[360177841, 4552081587]"
4915897709,"[176629104, 192116649]"
360177841,"[360177800, 176179621, 1080431991]"
360178196,"[409769020, 409769016, 2206889238]"
360179247,"[360179250, 4397222528]"
360179250,"[360179247, 2045030954]"
360179251,"[645034729, 459785149, 3942857069]"
360179822,"[3711976332, 1080431991]"
491863809,"[175058340, 796777476, 503118102]"
668987077,"[176279670, 1344162095, 1337181360]"
360181861,"[360181864, 410402587, 1332437452]"
360181864,"[410067526, 360181861, 410067529, 1699781359]"
360181866,"[409740819, 317649456, 643390613, 723856991]"
360181868,"[175397209, 176184693, 349980756, 459805088]"
176157987,"[931476066, 3711896415, 2319928612, 1615198889]"
314571441,"[192076452, 192116652]"
3114061635,"[618832572, 2548263294]"
314571916,"[192076454, 192117340]"
5165808816,"[413537567, 761499598, 923870247]"
229201118,"[175266309, 229201114, 229201068]"
